,Lijstnummer,Aanduiding,Positie,Initialen,Roepnaam,Tussenvoegsels,Achternaam,Geslacht,Woonplaats,Stemmen,Verkiezing,Party_WD_id,Qid,Positie_Groningen,Positie_Fryslan,Positie_Drenthe,Positie_Overijssel,Positie_Flevoland,Positie_Nijmegen,Positie_Arnhem,Positie_Utrecht,Positie_Amsterdam,Positie_Haarlem,Positie_Den_Helder,Positie_Den_Haag,Positie_Rotterdam,Positie_Dordrecht,Positie_Leiden,Positie_Zeeland,Positie_Tilburg,Positie_Den_Bosch,Positie_Limburg,Positie_Caribisch_Nederland,Stemmen_Groningen,Stemmen_Fryslan,Stemmen_Drenthe,Stemmen_Overijssel,Stemmen_Flevoland,Stemmen_Nijmegen,Stemmen_Arnhem,Stemmen_Utrecht,Stemmen_Amsterdam,Stemmen_Haarlem,Stemmen_Den_Helder,Stemmen_Den_Haag,Stemmen_Rotterdam,Stemmen_Dordrecht,Stemmen_Leiden,Stemmen_Zeeland,Stemmen_Tilburg,Stemmen_Den_Bosch,Stemmen_Limburg,Stemmen_Caribisch_Nederland,Stemmen_Maastricht,Positie_Maastricht,Stemmen_Venlo,Positie_Venlo,Stemmen_s-Gravenhage,Positie_s-Gravenhage,Stemmen_s-Hertogenbosch,Positie_s-Hertogenbosch,Stemmen_Gelderland,Positie_Gelderland,Stemmen_Noord_Holland,Positie_Noord_Holland,Stemmen_Zuid_Holland,Positie_Zuid_Holland,Stemmen_Noord_Brabant,Positie_Noord_Brabant,Stemmen_Bonaire,Positie_Bonaire,Stemmen_Saba,Positie_Saba,Stemmen_Sint_Eustatius,Positie_Sint_Eustatius,Stemmen_Buitenland,Positie_Buitenland,Stemmen_Den Helder,Positie_Den Helder,Naam,url
2295,10.0,Socialistiese Partij,,R.,Remine,,Alberts geb. Oosterbaan,,Amsterdam,343,TK1989,,Q105728352,6.0,6.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,3.0,,4.0,4.0,18.0,30.0,,,,,90.0,35.0,35.0,8.0,44.0,9.0,17.0,28.0,10.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
2296,4.0,D'66,,J.C.,Jan,,Terlouw,,Amersfoort,306996,TK1982,,Q1397450,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9607.0,10194.0,8967.0,22389.0,,19062.0,20253.0,20429.0,11289.0,20656.0,19420.0,8303.0,7878.0,24612.0,23588.0,7777.0,20067.0,28215.0,24290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Terlouw,https://verkiezingsarchief.nl/kandidaten/tya2/Jan_Terlouw
2297,9.0,Forum voor Democratie,4.0,N.,,,IJspeerd,,Vaassen,28.0,GR2022Epe,Q28163962,Q123215615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy IJspeerd,https://verkiezingsarchief.nl/kandidaten/21cxrz/Nancy_IJspeerd
2298,9.0,Forum voor Democratie,8.0,E.,,,Hak,,Tiel,1.0,GR2022Epe,Q28163962,Q123215613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babette Hak,https://verkiezingsarchief.nl/kandidaten/21cxrx/Babette_Hak
2299,9.0,Forum voor Democratie,9.0,A.,,van,Iperen,,Tiel,2.0,GR2022Epe,Q28163962,Q123215612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anita van Iperen,https://verkiezingsarchief.nl/kandidaten/21cxrw/Anita_van_Iperen
2300,,ChristenUnie,,B.,Bertus,,Cornelissen,,,95.0,GR2010Putten,Q239539,Q123176165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertus Cornelissen,https://verkiezingsarchief.nl/kandidaten/21c3c5/Bertus_Cornelissen
2301,2.0,ChristenUnie,32.0,B.,Bertus,,Cornelissen,m,Putten,25.0,GR2022Putten,Q239539,Q123176165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertus Cornelissen,https://verkiezingsarchief.nl/kandidaten/21c3c5/Bertus_Cornelissen
2302,3.0,CDA,42.0,M.C.G.,Mona,,Keijzer,v,Volendam,89,GR2015Edam-Volendam,Q273749,Q94229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mona Keijzer,https://verkiezingsarchief.nl/kandidaten/20ph/Mona_Keijzer
2303,3.0,CDA,19.0,M.C.G.,Mona,,Keijzer,v,Edam,496,GR2022Edam-Volendam,Q273749,Q94229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mona Keijzer,https://verkiezingsarchief.nl/kandidaten/20ph/Mona_Keijzer
2304,8.0,Forum voor Democratie,13.0,T.,,van der,Zwaart,,Purmerend,2,GR2022Edam-Volendam,Q28163962,Q123215648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim van der Zwaart,https://verkiezingsarchief.nl/kandidaten/21cxsw/Tim_van_der_Zwaart
2305,9.0,BVNL,1.0,S.J.M.,Saul,,Jonk,m,Volendam,616,GR2022Edam-Volendam,,Q123176446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saul Jonk,https://verkiezingsarchief.nl/kandidaten/21c3jy/Saul_Jonk
2306,9.0,BVNL,5.0,P.C.J.,Patrick,,Schilder,m,Volendam,215,GR2022Edam-Volendam,,Q123176435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Schilder,https://verkiezingsarchief.nl/kandidaten/21c3jn/Patrick_Schilder
2307,2.0,Partij van de Arbeid (P.v.d.A.),2.0,A.,Anna-Lena,,Hedin-Penninx,,,,PS2015Gelderland,Q275441,Q28860728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna-Lena Hedin-Penninx,https://verkiezingsarchief.nl/kandidaten/h6l2w/Anna-Lena_Hedin-Penninx
2308,3.0,CDA,42.0,I.G.,Ilse,,Saris,,,,PS2015Gelderland,Q273749,Q122841385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilse Saris,https://verkiezingsarchief.nl/kandidaten/214x0p/Ilse_Saris
2309,4.0,PVV (Partij voor de Vrijheid),1.0,M.H.M.,Marjolein,van de,Klashorst - Faber,,,,PS2015Gelderland,Q332739,Q13815905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjolein van de Klashorst - Faber,https://verkiezingsarchief.nl/kandidaten/884f5/Marjolein_van_de_Klashorst_-_Faber
2310,4.0,PVV (Partij voor de Vrijheid),2.0,A.,Alexander,,Kops,,,,PS2015Gelderland,Q332739,Q17427994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Kops,https://verkiezingsarchief.nl/kandidaten/adjiy/Alexander_Kops
2311,4.0,PVV (Partij voor de Vrijheid),5.0,E.,Elmar,,Vlottes,,,,PS2015Gelderland,Q332739,Q28861883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmar Vlottes,https://verkiezingsarchief.nl/kandidaten/h6lyz/Elmar_Vlottes
2312,5.0,SP (Socialistische Partij),32.0,J.W.H.,Hans,van,Hooft,,,,PS2015Gelderland,Q849580,Q105772753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans van Hooft,https://verkiezingsarchief.nl/kandidaten/1qz2s1/Hans_van_Hooft
2313,5.0,SP (Socialistische Partij),47.0,E.M.J.,Hans,,Boerwinkel,,,,PS2015Gelderland,Q849580,Q28861252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Boerwinkel,https://verkiezingsarchief.nl/kandidaten/h6lhg/Hans_Boerwinkel
2314,8.0,ChristenUnie,16.0,G.,Gert,van den,Berg,,,,PS2015Gelderland,Q239539,Q123238982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gert van den Berg,https://verkiezingsarchief.nl/kandidaten/21dft2/Gert_van_den_Berg
2315,9.0,Staatkundig Gereformeerde Partij (SGP),6.0,A.,Arnold,,Versteeg,,,,PS2015Gelderland,Q60172,Q123176243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold Versteeg,https://verkiezingsarchief.nl/kandidaten/21c3eb/Arnold_Versteeg
2316,9.0,Staatkundig Gereformeerde Partij (SGP),8.0,C.,Chris,,Stoffer,,,,PS2015Gelderland,Q60172,Q51796208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Stoffer,https://verkiezingsarchief.nl/kandidaten/uu67k/Chris_Stoffer
2317,9.0,Staatkundig Gereformeerde Partij (SGP),11.0,L.,Leendert,de,Knegt,,,,PS2015Gelderland,Q60172,Q123176233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leendert de Knegt,https://verkiezingsarchief.nl/kandidaten/21c3e1/Leendert_de_Knegt
2318,9.0,Staatkundig Gereformeerde Partij (SGP),15.0,H.G.,Henk,,Bulten,,,,PS2015Gelderland,Q60172,Q123176242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henk Bulten,https://verkiezingsarchief.nl/kandidaten/21c3ea/Henk_Bulten
2319,9.0,Staatkundig Gereformeerde Partij (SGP),26.0,L.,Lambert,,Kisteman,,,,PS2015Gelderland,Q60172,Q123176244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambert Kisteman,https://verkiezingsarchief.nl/kandidaten/21c3ec/Lambert_Kisteman
2320,9.0,Staatkundig Gereformeerde Partij (SGP),29.0,G.R.,Gert,van,Leeuwen,,,,PS2015Gelderland,Q60172,Q123176234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gert van Leeuwen,https://verkiezingsarchief.nl/kandidaten/21c3e2/Gert_van_Leeuwen
2321,10.0,Partij voor de Dieren,4.0,B.,Bart,,Kuijer,,,,PS2015Gelderland,Q663535,Q123176132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart Kuijer,https://verkiezingsarchief.nl/kandidaten/21c3b8/Bart_Kuijer
2322,10.0,Partij voor de Dieren,12.0,L.C.,Lester,van der,Pluijm,,,,PS2015Gelderland,Q663535,Q123176126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lester van der Pluijm,https://verkiezingsarchief.nl/kandidaten/21c3b2/Lester_van_der_Pluijm
2323,17.0,Lokale Partijen Gelderland,3.0,P.,Petra,van,Kuilenburg,,,,PS2015Gelderland,,Q123176371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra van Kuilenburg,https://verkiezingsarchief.nl/kandidaten/21c3hv/Petra_van_Kuilenburg
2324,2.0,CDA,47.0,E.J.,,,Slootweg,,,,PS2019Gelderland,Q273749,Q28861154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evert Jan Slootweg,https://verkiezingsarchief.nl/kandidaten/h6leq/Evert_Jan_Slootweg
2325,3.0,Democraten 66 (D66),20.0,L.,Loes,ten,Dolle,,,,PS2019Gelderland,Q747910,Q105750187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loes ten Dolle,https://verkiezingsarchief.nl/kandidaten/1qyld7/Loes_ten_Dolle
2326,4.0,SP,24.0,M.J.,Mathijs,ten,Broeke,,,,PS2019Gelderland,Q849580,Q106044281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathijs ten Broeke,https://verkiezingsarchief.nl/kandidaten/1r4wah/Mathijs_ten_Broeke
2327,4.0,SP,45.0,E.M.J.,Hans,,Boerwinkel,,,,PS2019Gelderland,Q849580,Q28861252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Boerwinkel,https://verkiezingsarchief.nl/kandidaten/h6lhg/Hans_Boerwinkel
2328,5.0,PVV (Partij voor de Vrijheid),1.0,M.H.M.,Marjolein,,Faber,,,,PS2019Gelderland,Q332739,Q13815905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjolein van de Klashorst - Faber,https://verkiezingsarchief.nl/kandidaten/884f5/Marjolein_van_de_Klashorst_-_Faber
2329,5.0,PVV (Partij voor de Vrijheid),2.0,E.,Elmar,,Vlottes,,,,PS2019Gelderland,Q332739,Q28861883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmar Vlottes,https://verkiezingsarchief.nl/kandidaten/h6lyz/Elmar_Vlottes
2330,5.0,PVV (Partij voor de Vrijheid),12.0,A.,Alexander,,Kops,,,,PS2019Gelderland,Q332739,Q17427994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Kops,https://verkiezingsarchief.nl/kandidaten/adjiy/Alexander_Kops
2331,6.0,PvdA,6.0,J.W.B.,Jan,,Daenen,,,,PS2019Gelderland,Q275441,Q123176011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Daenen,https://verkiezingsarchief.nl/kandidaten/21c37v/Jan_Daenen
2332,7.0,ChristenUnie,6.0,J.,Judith,,Westerink-Petersen,,,,PS2019Gelderland,Q239539,Q123176151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judith Westerink-Petersen,https://verkiezingsarchief.nl/kandidaten/21c3br/Judith_Westerink-Petersen
2333,8.0,Staatkundig Gereformeerde Partij (SGP),6.0,A.,Arnold,,Versteeg,,,,PS2019Gelderland,Q849580,Q123176243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold Versteeg,https://verkiezingsarchief.nl/kandidaten/21c3eb/Arnold_Versteeg
2334,8.0,Staatkundig Gereformeerde Partij (SGP),7.0,H.G.,Henk,,Bulten,,,,PS2019Gelderland,Q849580,Q123176242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henk Bulten,https://verkiezingsarchief.nl/kandidaten/21c3ea/Henk_Bulten
2335,8.0,Staatkundig Gereformeerde Partij (SGP),9.0,L.,Lambert,,Kisteman,,,,PS2019Gelderland,Q849580,Q123176244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambert Kisteman,https://verkiezingsarchief.nl/kandidaten/21c3ec/Lambert_Kisteman
2336,8.0,Staatkundig Gereformeerde Partij (SGP),10.0,H.J.,Harm Jan,,Polinder,,,,PS2019Gelderland,Q849580,Q123176222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harm Jan Polinder,https://verkiezingsarchief.nl/kandidaten/21c3dq/Harm_Jan_Polinder
2337,8.0,Staatkundig Gereformeerde Partij (SGP),11.0,G.R.,Gert,van,Leeuwen,,,,PS2019Gelderland,Q849580,Q123176234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gert van Leeuwen,https://verkiezingsarchief.nl/kandidaten/21c3e2/Gert_van_Leeuwen
2338,8.0,Staatkundig Gereformeerde Partij (SGP),15.0,L.,Leendert,de,Knegt,,,,PS2019Gelderland,Q849580,Q123176233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leendert de Knegt,https://verkiezingsarchief.nl/kandidaten/21c3e1/Leendert_de_Knegt
2339,8.0,Staatkundig Gereformeerde Partij (SGP),16.0,L.,Lourens,van,Bruchem,,,,PS2019Gelderland,Q849580,Q123176245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lourens van Bruchem,https://verkiezingsarchief.nl/kandidaten/21c3ed/Lourens_van_Bruchem
2340,9.0,GroenLinks,7.0,P.L.,Paul,,Smits,,,,PS2019Gelderland,Q667680,Q123176014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Smits,https://verkiezingsarchief.nl/kandidaten/21c37y/Paul_Smits
2341,9.0,GroenLinks,50.0,E.M.,Lisa,,Westerveld,,,,PS2019Gelderland,Q667680,Q28860434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Westerveld,https://verkiezingsarchief.nl/kandidaten/h6kuq/Lisa_Westerveld
2342,10.0,Partij voor de Dieren,2.0,L.C.,Lester,van der,Pluijm,,,,PS2019Gelderland,Q663535,Q123176126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lester van der Pluijm,https://verkiezingsarchief.nl/kandidaten/21c3b2/Lester_van_der_Pluijm
2343,10.0,Partij voor de Dieren,4.0,B.,Bart,,Kuijer,,,,PS2019Gelderland,Q663535,Q123176132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart Kuijer,https://verkiezingsarchief.nl/kandidaten/21c3b8/Bart_Kuijer
2344,10.0,Partij voor de Dieren,5.0,F.,Frank,de,Gram,,,,PS2019Gelderland,Q663535,Q123176118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank de Gram,https://verkiezingsarchief.nl/kandidaten/21c3au/Frank_de_Gram
2345,12.0,Lokale Partijen Gelderland-Code Oranje,19.0,R.R.R.,Reginald,,Diepenhorst,,,,PS2019Gelderland,,Q123176605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reginald Diepenhorst,https://verkiezingsarchief.nl/kandidaten/21c3od/Reginald_Diepenhorst
2346,13.0,Forum voor Democratie,1.0,A.,,de,Kok,,,,PS2019Gelderland,Q28163962,Q28862452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjan de Kok,https://verkiezingsarchief.nl/kandidaten/h6mes/Arjan_de_Kok
2347,13.0,Forum voor Democratie,7.0,C.A.J.,,,Claassen,,,,PS2019Gelderland,Q28163962,Q123215616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Claassen,https://verkiezingsarchief.nl/kandidaten/21cxs0/Kees_Claassen
2348,13.0,Forum voor Democratie,8.0,A.,,van,Iperen,,,,PS2019Gelderland,Q28163962,Q123215612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anita van Iperen,https://verkiezingsarchief.nl/kandidaten/21cxrw/Anita_van_Iperen
2349,13.0,Forum voor Democratie,12.0,G.F.C,,van,Meijeren,,,,PS2019Gelderland,Q28163962,Q105710001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.F.C. van Meijeren,https://verkiezingsarchief.nl/kandidaten/1qxqcx/G.F.C._van_Meijeren
2350,1.0,VVD,,E.A.,Erik,,Haverkort,m,Eefde,,PS2023Gelderland,,Q106119779,,,,,,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Haverkort,https://verkiezingsarchief.nl/kandidaten/1r6ijn/Erik_Haverkort
2351,1.0,VVD,,P.C.,Peter,de,Groot,m,Harderwijk,,PS2023Gelderland,,Q106119760,,,,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter de Groot,https://verkiezingsarchief.nl/kandidaten/1r6ij4/Peter_de_Groot
2352,2.0,Forum voor Democratie,,A., ,van,Iperen,,Tiel,,PS2023Gelderland,,Q123215612,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anita van Iperen,https://verkiezingsarchief.nl/kandidaten/21cxrw/Anita_van_Iperen
2353,4.0,GROENLINKS,,P.L.,Paul,,Smits,,Ede,,PS2023Gelderland,,Q123176014,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Smits,https://verkiezingsarchief.nl/kandidaten/21c37y/Paul_Smits
2354,4.0,GROENLINKS,,E.M.,Lisa,,Westerveld,,Nijmegen,,PS2023Gelderland,,Q28860434,,,,,,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Westerveld,https://verkiezingsarchief.nl/kandidaten/h6kuq/Lisa_Westerveld
2355,5.0,Partij van de Arbeid (P.v.d.A.),,J.W.B.,Jan,,Daenen,m,Nijmegen,,PS2023Gelderland,,Q123176011,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Daenen,https://verkiezingsarchief.nl/kandidaten/21c37v/Jan_Daenen
2356,5.0,Partij van de Arbeid (P.v.d.A.),,A.,Anna-Lena,,Penninx,v,Ulft,,PS2023Gelderland,,Q28860728,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna-Lena Hedin-Penninx,https://verkiezingsarchief.nl/kandidaten/h6l2w/Anna-Lena_Hedin-Penninx
2357,6.0,D66,,L.,Loes,ten,Dolle,,Winterswijk,,PS2023Gelderland,,Q105750187,,,,,,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loes ten Dolle,https://verkiezingsarchief.nl/kandidaten/1qyld7/Loes_ten_Dolle
2358,6.0,D66,,A.,Alexander,,Pechtold,,Wageningen,,PS2023Gelderland,,Q1915394,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Pechtold,https://verkiezingsarchief.nl/kandidaten/151xe/Alexander_Pechtold
2359,7.0,ChristenUnie,,J.,Judith,,Westerink-Petersen,v,Heteren,,PS2023Gelderland,,Q123176151,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judith Westerink-Petersen,https://verkiezingsarchief.nl/kandidaten/21c3br/Judith_Westerink-Petersen
2360,7.0,ChristenUnie,,T.S.,Tobias,,Holtman,m,Aalten,,PS2023Gelderland,,Q106191724,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Holtman,https://verkiezingsarchief.nl/kandidaten/1r8224/Tobias_Holtman
2361,7.0,ChristenUnie,,N.N.,Nathalie,,Nede,v,Arnhem,,PS2023Gelderland,,Q106191741,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathalie Nede,https://verkiezingsarchief.nl/kandidaten/1r822l/Nathalie_Nede
2362,7.0,ChristenUnie,,G.C.,Gilco,,Grandia,m,Aalst,,PS2023Gelderland,,Q123176164,,,,,,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilco Grandia,https://verkiezingsarchief.nl/kandidaten/21c3c4/Gilco_Grandia
2363,8.0,PVV (Partij voor de Vrijheid),,M.H.M.,Marjolein,,Faber,v,Hoevelaken,,PS2023Gelderland,,Q13815905,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjolein van de Klashorst - Faber,https://verkiezingsarchief.nl/kandidaten/884f5/Marjolein_van_de_Klashorst_-_Faber
2364,8.0,PVV (Partij voor de Vrijheid),,E.,Elmar,,Vlottes,m,Apeldoorn,,PS2023Gelderland,,Q28861883,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmar Vlottes,https://verkiezingsarchief.nl/kandidaten/h6lyz/Elmar_Vlottes
2365,9.0,SP (Socialistische Partij),,D.,Debbie,van,Dijk,,Zutphen,,PS2023Gelderland,,Q123176085,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debbie van Dijk,https://verkiezingsarchief.nl/kandidaten/21c39x/Debbie_van_Dijk
2366,9.0,SP (Socialistische Partij),,S.E.M.,Sarah,,Dobbe,,Arnhem,,PS2023Gelderland,,Q39169000,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Dobbe,https://verkiezingsarchief.nl/kandidaten/nbizs/Sarah_Dobbe
