,Lijstnummer,Aanduiding,Positie,Initialen,Roepnaam,Tussenvoegsels,Achternaam,Geslacht,Woonplaats,Stemmen,Verkiezing,Party_WD_id,Qid,Positie_Groningen,Positie_Fryslan,Positie_Drenthe,Positie_Overijssel,Positie_Flevoland,Positie_Nijmegen,Positie_Arnhem,Positie_Utrecht,Positie_Amsterdam,Positie_Haarlem,Positie_Den_Helder,Positie_Den_Haag,Positie_Rotterdam,Positie_Dordrecht,Positie_Leiden,Positie_Zeeland,Positie_Tilburg,Positie_Den_Bosch,Positie_Limburg,Positie_Caribisch_Nederland,Stemmen_Groningen,Stemmen_Fryslan,Stemmen_Drenthe,Stemmen_Overijssel,Stemmen_Flevoland,Stemmen_Nijmegen,Stemmen_Arnhem,Stemmen_Utrecht,Stemmen_Amsterdam,Stemmen_Haarlem,Stemmen_Den_Helder,Stemmen_Den_Haag,Stemmen_Rotterdam,Stemmen_Dordrecht,Stemmen_Leiden,Stemmen_Zeeland,Stemmen_Tilburg,Stemmen_Den_Bosch,Stemmen_Limburg,Stemmen_Caribisch_Nederland,Stemmen_Maastricht,Positie_Maastricht,Stemmen_Venlo,Positie_Venlo,Stemmen_s-Gravenhage,Positie_s-Gravenhage,Stemmen_s-Hertogenbosch,Positie_s-Hertogenbosch,Stemmen_Gelderland,Positie_Gelderland,Stemmen_Noord_Holland,Positie_Noord_Holland,Stemmen_Zuid_Holland,Positie_Zuid_Holland,Stemmen_Noord_Brabant,Positie_Noord_Brabant,Stemmen_Bonaire,Positie_Bonaire,Stemmen_Saba,Positie_Saba,Stemmen_Sint_Eustatius,Positie_Sint_Eustatius,Stemmen_Buitenland,Positie_Buitenland,Stemmen_Den Helder,Positie_Den Helder,Naam,url
2246,13.0,Groep Wilders / Partij voor de Vrijheid,,R.,Raymond,de,Roon,m,Almere,448,TK2006,Q332739,Q1841359,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,10.0,5.0,9.0,19.0,94.0,10.0,24.0,27.0,15.0,28.0,24.0,14.0,13.0,30.0,34.0,7.0,27.0,23.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raymond de Roon,https://verkiezingsarchief.nl/kandidaten/13gsv/Raymond_de_Roon
2247,13.0,Groep Wilders / Partij voor de Vrijheid,,M.,Martin,,Bosma,m,Amsterdam,391,TK2006,Q332739,Q3180577,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,5.0,4.0,15.0,8.0,8.0,13.0,12.0,159.0,31.0,25.0,8.0,12.0,20.0,21.0,9.0,15.0,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Bosma,https://verkiezingsarchief.nl/kandidaten/1w65d/Martin_Bosma
2248,13.0,Groep Wilders / Partij voor de Vrijheid,,D.J.G.,Dion,,Graus,m,Heerlen,1296,TK2006,Q332739,Q2285105,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,4.0,4.0,6.0,8.0,6.0,10.0,16.0,7.0,7.0,14.0,15.0,11.0,15.0,12.0,28.0,8.0,18.0,27.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dion Graus,https://verkiezingsarchief.nl/kandidaten/1cz75/Dion_Graus
2249,13.0,Groep Wilders / Partij voor de Vrijheid,,B.,Barry,,Madlener,m,Rotterdam,344,TK2006,Q332739,Q545023,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,3.0,2.0,3.0,1.0,2.0,6.0,9.0,9.0,5.0,8.0,6.0,8.0,118.0,94.0,37.0,5.0,11.0,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barry Madlener,https://verkiezingsarchief.nl/kandidaten/bojj/Barry_Madlener
2250,13.0,Groep Wilders / Partij voor de Vrijheid,,A.P.C.,Teun,van,Dijck,m,Willemstad (NA),114,TK2006,Q332739,Q2797379,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,2.0,5.0,0.0,4.0,2.0,5.0,6.0,6.0,1.0,1.0,8.0,3.0,2.0,12.0,7.0,8.0,16.0,7.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony van Dijck,https://verkiezingsarchief.nl/kandidaten/1nygz/Tony_van_Dijck
2251,14.0,,,T.R.M.,Micha,,Kuiper,,Utrecht,43,TK2006,,Q123176558,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,2.0,3.0,1.0,,0.0,1.0,4.0,7.0,2.0,4.0,5.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micha Kuiper,https://verkiezingsarchief.nl/kandidaten/21c3n2/Micha_Kuiper
2252,1.0,Christen Democratisch Appèl (CDA),,J.N.,Nicolien,van,Vroonhoven-Kok,v,‘s-Gravenhage,814,TK2003,Q273749,Q2353344,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,17.0,16.0,11.0,38.0,19.0,21.0,46.0,86.0,42.0,53.0,28.0,122.0,28.0,58.0,80.0,11.0,42.0,57.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolien van Vroonhoven-Kok,https://verkiezingsarchief.nl/kandidaten/1efuo/Nicolien_van_Vroonhoven-Kok
2253,1.0,Christen Democratisch Appèl (CDA),,P.H.,Pieter,,Omtzigt,m,Borne,1010,TK2003,Q273749,Q7192814,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,,5.0,9.0,1.0,233.0,2.0,3.0,11.0,11.0,644.0,4.0,10.0,9.0,1.0,9.0,10.0,5.0,8.0,26.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pieter Omtzigt,https://verkiezingsarchief.nl/kandidaten/4a60e/Pieter_Omtzigt
2254,1.0,Christen Democratisch Appèl (CDA),,Y.J.,Eddy,van,Hijum,m,Zwolle,247,TK2003,Q273749,Q3029970,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,,3.0,14.0,9.0,120.0,10.0,4.0,12.0,11.0,21.0,1.0,3.0,4.0,5.0,6.0,3.0,0.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy van Hijum,https://verkiezingsarchief.nl/kandidaten/1sxxu/Eddy_van_Hijum
2255,2.0,Lijst Pim Fortuyn (LPF),,B.J.,Joost,,Eerdmans,m,‘s-Gravenhage,6918,TK2003,Q1573190,Q2350960,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,179.0,184.0,161.0,264.0,158.0,176.0,410.0,434.0,228.0,369.0,432.0,414.0,482.0,812.0,610.0,158.0,503.0,590.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joost Eerdmans,https://verkiezingsarchief.nl/kandidaten/1ee0g/Joost_Eerdmans
2256,3.0,VVD,,G.,Geert,,Wilders,m,Venlo,4763,TK2003,Q239333,Q105338,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,17.0,17.0,17.0,38.0,20.0,41.0,69.0,103.0,148.0,151.0,56.0,90.0,45.0,79.0,83.0,19.0,77.0,161.0,3532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geert Wilders,https://verkiezingsarchief.nl/kandidaten/29a2/Geert_Wilders
2257,3.0,VVD,,A.H.J.W.,Anton,van,Schijndel,m,Amsterdam,12731,TK2003,Q239333,Q2639782,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,234.0,326.0,263.0,535.0,277.0,340.0,944.0,1125.0,1376.0,1451.0,1006.0,409.0,324.0,1014.0,1229.0,194.0,681.0,717.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton van Schijndel,https://verkiezingsarchief.nl/kandidaten/1kkva/Anton_van_Schijndel
2258,4.0,Partij van de Arbeid (P.v.d.A.),,F.C.G.M.,Frans,,Timmermans,m,Heerlen,7786,TK2003,Q275441,Q32681,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,32.0,33.0,18.0,47.0,19.0,39.0,58.0,55.0,68.0,32.0,37.0,69.0,25.0,51.0,43.0,22.0,100.0,76.0,6962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Timmermans,https://verkiezingsarchief.nl/kandidaten/p7t/Frans_Timmermans
2259,6.0,SP (Socialistische Partij),,J.J.,Jasper,van,Dijk,m,Amsterdam,328,TK2003,Q849580,Q2478764,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,10.0,1.0,8.0,12.0,5.0,13.0,15.0,39.0,88.0,22.0,11.0,7.0,14.0,8.0,9.0,6.0,24.0,22.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasper van Dijk,https://verkiezingsarchief.nl/kandidaten/1h4mk/Jasper_van_Dijk
2260,6.0,SP (Socialistische Partij),,J.W.H.,Hans,van,Hooft,m,Oosterhout,77,TK2003,,Q105772753,,,,27.0,,27.0,27.0,,,,,,,,,,,,,,,,,3.0,,67.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans van Hooft,https://verkiezingsarchief.nl/kandidaten/1qz2s1/Hans_van_Hooft
2261,6.0,SP (Socialistische Partij),,R.,Remine,,Alberts-Oosterbaan,v,Amsterdam,369,TK2003,,Q105728352,,,,,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,249.0,69.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
2262,7.0,Democraten 66 (D66),,K.,Klaas,,Hamersma,m,Groningen,74,TK2003,,Q28861683,29.0,30.0,,,,,,,,,,,,,,,,,,,39.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaas Hamersma,https://verkiezingsarchief.nl/kandidaten/h6ltf/Klaas_Hamersma
2263,9.0,Staatkundig Gereformeerde Partij (SGP),,D.J.H.,,van,Dijk,,‘s-Gravenhage,343,TK2003,Q60172,Q20026742,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,4.0,7.0,4.0,27.0,4.0,14.0,43.0,41.0,2.0,9.0,7.0,51.0,5.0,36.0,48.0,13.0,12.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diederik van Dijk,https://verkiezingsarchief.nl/kandidaten/bx8qe/Diederik_van_Dijk
2264,9.0,Staatkundig Gereformeerde Partij (SGP),,J.P.,,,Tanis,,Sliedrecht,155,TK2003,Q60172,Q105758222,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,2.0,3.0,0.0,5.0,2.0,0.0,13.0,7.0,1.0,3.0,1.0,6.0,0.0,71.0,11.0,15.0,11.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Tanis,https://verkiezingsarchief.nl/kandidaten/1qyrke/Hans_Tanis
2265,16.0,,,J.L.,Jan,van,Aert,,Helmond,32,TK2003,,Q123176324,27.0,27.0,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan van Aert,https://verkiezingsarchief.nl/kandidaten/21c3gk/Jan_van_Aert
2266,1.0,Partij van de Arbeid (P.v.d.A.),,F.C.G.M.,Frans,,Timmermans,m,Heerlen,4780,TK2002,Q275441,Q32681,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,37.0,30.0,31.0,55.0,12.0,36.0,61.0,60.0,88.0,39.0,38.0,63.0,27.0,48.0,49.0,22.0,85.0,94.0,3905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Timmermans,https://verkiezingsarchief.nl/kandidaten/p7t/Frans_Timmermans
2267,2.0,VVD,,G.,Geert,,Wilders,m,Venlo,2522,TK2002,Q239333,Q105338,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,30.0,44.0,41.0,85.0,36.0,41.0,114.0,154.0,37.0,108.0,86.0,93.0,46.0,113.0,138.0,23.0,64.0,121.0,1148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geert Wilders,https://verkiezingsarchief.nl/kandidaten/29a2/Geert_Wilders
2268,2.0,VVD,,A.H.J.W.,Anton,van,Schijndel,m,Amsterdam,3439,TK2002,Q239333,Q2639782,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,,101.0,74.0,98.0,92.0,52.0,60.0,216.0,292.0,288.0,208.0,141.0,152.0,196.0,564.0,486.0,86.0,144.0,126.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton van Schijndel,https://verkiezingsarchief.nl/kandidaten/1kkva/Anton_van_Schijndel
2269,3.0,Christen Democratisch Appèl (CDA),,J.N.,Nicolien,van,Vroonhoven-Kok,v,‘s-Gravenhage,928,TK2002,Q273749,Q2353344,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,20.0,22.0,14.0,42.0,7.0,18.0,52.0,80.0,51.0,66.0,27.0,179.0,35.0,51.0,106.0,10.0,45.0,63.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolien van Vroonhoven-Kok,https://verkiezingsarchief.nl/kandidaten/1efuo/Nicolien_van_Vroonhoven-Kok
2270,3.0,Christen Democratisch Appèl (CDA),,Y.J.,Eddy,van,Hijum,m,Zwolle,408,TK2002,,Q3029970,,,,50.0,,,,55.0,,,,,,,,,55.0,55.0,55.0,,,,,203.0,,,,50.0,,,,,,,,,47.0,62.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy van Hijum,https://verkiezingsarchief.nl/kandidaten/1sxxu/Eddy_van_Hijum
2271,4.0,Democraten 66 (D66),,K.,Klaas,,Hamersma,m,Groningen,82,TK2002,Q747910,Q28861683,29.0,,30.0,28.0,,,,,,,,,,,,,,,,,34.0,,39.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaas Hamersma,https://verkiezingsarchief.nl/kandidaten/h6ltf/Klaas_Hamersma
2272,6.0,SP (Socialistische Partij),,M.A.,Mariska,ten,Heuw,,Hengelo (Ov),267,TK2002,,Q28861270,,,,20.0,,20.0,20.0,,,,,,,,,,,,,,,,,243.0,,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariska ten Heuw,https://verkiezingsarchief.nl/kandidaten/h6lhy/Mariska_ten_Heuw
2273,6.0,SP (Socialistische Partij),,G.E.,Gerrie,,Elfrink,,Arnhem,229,TK2002,,Q106044246,,,,21.0,,21.0,21.0,,,,,,,,,,,,,,,,,5.0,,7.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrie Elfrink,https://verkiezingsarchief.nl/kandidaten/1r4w9i/Gerrie_Elfrink
2274,6.0,SP (Socialistische Partij),,R.,Remine,,Albers-Oosterbaan,,Amsterdam,197,TK2002,,Q105728352,,,,,,,,,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,171.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
2275,6.0,SP (Socialistische Partij),,H.F.A.,Harre,van der,Nat,,Leiderdorp,0,TK2002,,Q123176084,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harre van der Nat,https://verkiezingsarchief.nl/kandidaten/21c39w/Harre_van_der_Nat
2276,7.0,Staatkundig Gereformeerde Partij (SGP),,D.J.H.,,van,Dijk,,‘s-Gravenhage,518,TK2002,Q60172,Q20026742,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,5.0,9.0,3.0,30.0,12.0,16.0,50.0,44.0,3.0,11.0,5.0,79.0,16.0,45.0,54.0,93.0,18.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diederik van Dijk,https://verkiezingsarchief.nl/kandidaten/bx8qe/Diederik_van_Dijk
2277,7.0,Staatkundig Gereformeerde Partij (SGP),,J.P.,,,Tanis,,Sliedrecht,229,TK2002,Q60172,Q105758222,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,1.0,1.0,0.0,10.0,10.0,3.0,15.0,14.0,0.0,5.0,1.0,7.0,1.0,104.0,16.0,26.0,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Tanis,https://verkiezingsarchief.nl/kandidaten/1qyrke/Hans_Tanis
2278,12.0,ChristenUnie,,R.G.,Ronald,,Dijksterhuis,m,Driesum,27,TK2002,,Q123176189,,23.0,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronald Dijksterhuis,https://verkiezingsarchief.nl/kandidaten/21c3ct/Ronald_Dijksterhuis
2279,14.0,LEEFBAAR NEDERLAND,,J.L.,Jan,van,Aert,m,Helmond,66,TK2002,Q1416031,Q123176324,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan van Aert,https://verkiezingsarchief.nl/kandidaten/21c3gk/Jan_van_Aert
2280,15.0,Lijst Pim Fortuyn,,H.A.J.,,,Smolders,,Tilburg,2553,TK2002,Q1573190,Q2021605,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,12.0,13.0,18.0,17.0,5.0,26.0,45.0,16.0,31.0,49.0,74.0,23.0,25.0,40.0,30.0,21.0,1663.0,389.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Smolders,https://verkiezingsarchief.nl/kandidaten/17bvp/Hans_Smolders
2281,15.0,Lijst Pim Fortuyn,,B.J.,,,Eerdmans,,‘s-Gravenhage,701,TK2002,Q1573190,Q2350960,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,6.0,12.0,4.0,18.0,9.0,10.0,36.0,24.0,13.0,21.0,25.0,287.0,30.0,70.0,67.0,11.0,31.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joost Eerdmans,https://verkiezingsarchief.nl/kandidaten/1ee0g/Joost_Eerdmans
2282,15.0,Lijst Pim Fortuyn,,H.H.R.,,,Wijnschenk,,Almere,877,TK2002,Q1573190,Q2320015,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,12.0,13.0,10.0,19.0,399.0,11.0,48.0,31.0,52.0,45.0,49.0,6.0,5.0,40.0,31.0,11.0,34.0,31.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Wijnschenk,https://verkiezingsarchief.nl/kandidaten/1dq4v/Harry_Wijnschenk
2283,1.0,Partij van de Arbeid (P.v.d.A.),,F.C.G.M.,Frans,,Timmermans,m,Heerlen,7561,TK1998,Q275441,Q32681,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,24.0,19.0,13.0,34.0,7.0,24.0,30.0,22.0,26.0,17.0,21.0,48.0,20.0,37.0,23.0,12.0,111.0,62.0,7011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Timmermans,https://verkiezingsarchief.nl/kandidaten/p7t/Frans_Timmermans
2284,2.0,Christen Democratisch Appèl (CDA),,M.C.G.,Mona,,Keijzer,v,Ilpendam,89,TK1998,Q273749,Q94229,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mona Keijzer,https://verkiezingsarchief.nl/kandidaten/20ph/Mona_Keijzer
2285,3.0,V.V.D.,,G.,Geert,,Wilders,m,Utrecht,274,TK1998,Q239333,Q105338,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,3.0,1.0,2.0,4.0,5.0,4.0,10.0,64.0,4.0,12.0,5.0,15.0,4.0,5.0,12.0,1.0,9.0,16.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geert Wilders,https://verkiezingsarchief.nl/kandidaten/29a2/Geert_Wilders
2286,9.0,Staatkundig Gereformeerde Partij (SGP),,J.P.,,,Tanis,,Sliedrecht,279,TK1998,Q60172,Q105758222,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,2.0,2.0,0.0,10.0,16.0,10.0,17.0,13.0,1.0,1.0,4.0,2.0,3.0,117.0,25.0,33.0,18.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Tanis,https://verkiezingsarchief.nl/kandidaten/1qyrke/Hans_Tanis
2287,11.0,SP (Socialistische Partij),,M.A.,Mariska,ten,Heuw,,Hengelo,220,TK1998,Q849580,Q28861270,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,6.0,9.0,6.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariska ten Heuw,https://verkiezingsarchief.nl/kandidaten/h6lhy/Mariska_ten_Heuw
2288,15.0,De Groenen,,O.H.,Otto,ter,Haar,m,Utrecht,45,TK1998,Q1179915,Q105758233,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,0.0,1.0,0.0,2.0,0.0,2.0,2.0,8.0,5.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otto ter Haar,https://verkiezingsarchief.nl/kandidaten/1qyrkp/Otto_ter_Haar
2289,19.0,NEDERLAND-MOBIEL,,C.J.,Chris,,Faddegon,,Leidschendam,258,TK1998,,Q123176050,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,1.0,8.0,10.0,7.0,5.0,10.0,11.0,13.0,16.0,24.0,8.0,2.0,20.0,90.0,4.0,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Faddegon,https://verkiezingsarchief.nl/kandidaten/21c38y/Chris_Faddegon
2290,6.0,Staatkundig Gereformeerde Partij,,J.P.,,,Tanis,,Sliedrecht,193,TK1994,,Q105758222,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,3.0,0.0,0.0,10.0,6.0,3.0,23.0,11.0,0.0,1.0,2.0,0.0,11.0,86.0,19.0,10.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Tanis,https://verkiezingsarchief.nl/kandidaten/1qyrke/Hans_Tanis
2291,12.0,SP (Socialistische Partij),,M.A.,Mariska,ten,Heuw,,Hengelo,373,TK1994,,Q28861270,10.0,10.0,10.0,30.0,10.0,30.0,30.0,10.0,10.0,10.0,10.0,,,,,10.0,10.0,10.0,10.0,,19.0,8.0,13.0,91.0,4.0,30.0,38.0,24.0,26.0,22.0,11.0,,,,,5.0,18.0,45.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariska ten Heuw,https://verkiezingsarchief.nl/kandidaten/h6lhy/Mariska_ten_Heuw
2292,12.0,SP (Socialistische Partij),,R.,Remine,,Alberts geb. Oosterbaan,,,74,TK1994,,Q105728352,,,,,24.0,,,,24.0,24.0,24.0,,,,,,,,,,,,,,1.0,,,,65.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
2293,20.0,Libertarische Partij,,T.Th.A.J.,Toine,,Manders,m,Amsterdam,1789,TK1994,,Q2381483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,62.0,57.0,52.0,99.0,25.0,50.0,127.0,102.0,72.0,123.0,166.0,50.0,45.0,122.0,126.0,49.0,166.0,149.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toine Manders,https://verkiezingsarchief.nl/kandidaten/1f1kb/Toine_Manders
2294,21.0,De Groenen,,O.H.,Otto,ter,Haar,,Utrecht,31,TK1994,,Q105758233,24.0,24.0,13.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otto ter Haar,https://verkiezingsarchief.nl/kandidaten/1qyrkp/Otto_ter_Haar
